date,fim_bars,fim_bars_ma,state_local_cont,federal_cont,taxes_transfers_cont,subsidies_cont,recession,state_health_outlays,state_social_benefits,state_noncorp_taxes,state_corporate_taxes,state_subsidies,federal_health_outlays,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,federal_subsidies,health_outlays,social_benefits,noncorp_taxes,corporate_taxes,subsidies,federal_nom,federal_cgrants,federal_igrants,pi_federal,state_local_nom,pi_state_local,pi_state_local_c,pi_state_local_i,gdp,gdppot,gdppoth,pi_gdp,pce,pi_pce,federal_cgrants_cont,federal_igrants_cont,federal_cont_0,state_local_cont_0,purchases_cont,subsidies_net,health_outlays_net,social_benefits_net,noncorp_taxes_net,corporate_taxes_net,state_subsidies_net,state_health_outlays_net,state_social_benefits_net,state_noncorp_taxes_net,state_corporate_taxes_net,federal_subsidies_net,federal_health_outlays_net,federal_social_benefits_net,federal_noncorp_taxes_net,federal_corporate_taxes_net,health_outlays_net_xmpc,state_health_outlays_net_xmpc,federal_health_outlays_net_xmpc,social_benefits_net_xmpc,state_social_benefits_net_xmpc,federal_social_benefits_net_xmpc,noncorp_taxes_net_xmpc,state_noncorp_taxes_net_xmpc,federal_noncorp_taxes_net_xmpc,corporate_taxes_net_xmpc,state_corporate_taxes_net_xmpc,federal_corporate_taxes_net_xmpc,subsidies_net_xmpc,state_subsidies_net_xmpc,federal_subsidies_net_xmpc,transfers_net_taxes,state_transfers_net_taxes,federal_transfers_net_taxes,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont,state_subsidies_cont,federal_subsidies_cont
6/30/1977,-0.805741348,-0.72917209,-0.280386424,0.341432354,-0.878638194,0.011850916,0,7.583600553,31.776,172.9,11.4,0.2,31.61639945,115.424,293.6,55.7,5.7,39.2,147.2,466.5,67.1,5.9,198.9,43.78360055,10.652,0.011379983,232.4,0.017901803,0.019871854,0.009865255,2055.9,0.024148869,0.008363742,0.015785126,1256,0.017130415,0.219451722,-0.052165731,0.174146364,-0.113100433,0.06104593,-0.047866113,1.154166763,-4.983332949,1.33585023,4.032109324,-0.005098831,0.384377893,-1.9586558,-0.305963175,0.632311348,-0.042767281,0.76978887,-3.024677149,1.539263989,3.399797976,0.540719256,0.231833999,0.308885257,-1.560089063,-0.978620357,-0.558448215,-3.215325525,-0.24764414,-2.967117688,-0.192371277,-0.078434369,-0.113857346,0.058916827,0.0014799,0.057007375,-4.368149783,-1.071384968,-3.273530617,-0.215505374,-0.658459342,0.108763805,-0.31380651,-0.646751589,-0.038694816,0.000297677,0.011466836
9/30/1977,-0.833670246,-0.702153009,-1.173557293,0.811013107,-0.484448738,0.013322677,0,7.23692167,31.036,177.1,11.8,0.2,31.96307833,121.464,298,57.9,6.2,39.2,152.5,475.2,69.7,6.4,201.9,47.83692167,11.804,0.004930624,236.1,0.017026596,0.017891287,0.013444978,2118.5,0.022169444,0.008406456,0.013762988,1286.9,0.015016055,0.564601636,0.178848879,0.067562593,-0.430106779,-0.362544186,0.361807185,-0.918162434,1.852206372,-2.226601409,1.028349508,-0.004684502,-0.52430585,-1.484273711,0.150247838,0.132983374,0.366491687,-0.393856583,3.336480083,-2.476849247,0.895366134,0.102456066,0.055276686,0.04717938,-1.585696821,-1.025261366,-0.560435455,-0.957350116,-0.244103006,-0.682683413,-0.117829761,-0.067372357,-0.050377841,0.068475232,0.001448329,0.06682244,-2.4899454,-1.280011715,-1.179494889,-0.249041629,-0.229484876,0.019934056,-0.308516333,-0.186263946,-0.022925193,0.00028179,0.013001107
12/31/1977,-1.409210988,-0.85311068,0.169587196,-1.073388284,-0.550139755,0.044729855,0,7.15025195,31.724,181.4,12,0.2,32.64974805,122.776,308.8,58.1,10.1,39.8,154.5,490.3,70.1,10.3,206.3,47.95025195,10.7,0.028966819,240.5,0.016868695,0.018337135,0.010680459,2164.3,0.02529965,0.008574559,0.016725091,1324.8,0.014235648,-0.221674263,-0.251363934,-0.600350087,-0.303451001,-0.903801088,3.754014675,-0.294160115,-1.47855657,4.260589627,-1.189871429,-0.004562041,-0.251745402,-0.019937585,0.260312338,-0.069160443,3.758576717,-0.042414713,-1.458618985,4.00255831,-1.120710986,0.044773685,0.032564173,0.012209512,-1.544653289,-0.911651368,-0.633001921,-1.308467798,-0.295939829,-0.98268574,-0.342230774,-0.099981631,-0.242169581,0.236900497,0.001414384,0.23506165,-2.91367768,-1.273594271,-1.610586081,-0.24047095,-0.304099331,0.008453847,-0.291650373,-0.24705552,-0.064617564,0.000267054,0.044382658
3/31/1978,-1.238688039,-1.071827655,-0.896875184,0.18596697,-0.547058868,0.019279042,0,7.683277683,31.28,184.8,10.5,0.2,34.01672232,124.72,319,54.4,8.5,41.7,156,503.6,65,8.7,208.8,51.68327768,10.968,0.011431715,243.8,0.01412971,0.014537309,0.012395321,2202.8,0.025097857,0.008706331,0.016391527,1354.1,0.016390435,0.48394166,0.007801567,-0.305776257,-0.405131957,-0.710908214,-1.858496684,0.901148736,-2.377450258,0.995055912,-6.859283256,-0.005019353,0.353577537,-1.240169786,-1.152553248,-1.801161185,-1.853477331,0.547571199,-1.137280472,2.450118837,-5.158122071,0.189673414,-0.00857156,0.198244974,-1.572105016,-1.058183299,-0.513921718,-1.294765563,-0.020667059,-1.310895162,-0.387115683,-0.059134179,-0.324568608,0.104314079,0.001332112,0.102561632,-2.959998769,-1.145223985,-1.848578882,-0.211657161,-0.341649287,0.035054921,-0.290552145,-0.239295026,-0.071545661,0.000246197,0.01895516
6/30/1978,0.692042049,-0.697381806,0.78808104,0.582193619,-0.692960171,0.014727561,0,8.166226565,30.984,191.1,12.4,0.2,35.43377343,124.416,334.8,66.2,8.1,43.6,155.4,526.1,78.6,8.4,217,53.66622657,11.528,0.019643397,255.3,0.016686532,0.016060606,0.019661907,2331.6,0.028753427,0.008802872,0.019950555,1411.4,0.020548769,0.126733766,0.044996968,0.410462884,0.959811774,1.370274659,-0.55535928,0.676036556,-5.178856049,7.718513421,11.69214331,-0.005870328,0.257432072,-1.214119341,0.87581668,1.591807766,-0.649488951,0.418604484,-3.964736708,6.436826413,10.20327071,0.082094117,-0.03713437,0.119228487,-1.616097714,-0.890662595,-0.725435118,-1.667619455,-0.030193847,-1.631283821,-0.69561329,-0.09965276,-0.595978806,0.081104679,-0.002113254,0.07796116,-3.816131662,-1.059756826,-2.755508098,-0.192438138,-0.500364645,0.01490723,-0.29346245,-0.302818132,-0.12631438,-0.00038374,0.014156739
9/30/1978,-0.44356,-0.599854245,0.477575901,-0.433290577,-0.49773378,0.009888455,0,8.297939897,30.776,188.6,12.5,0.2,36.6020601,131.524,351.7,66.7,8,44.9,162.2,540.2,79.1,8.3,222.1,52.7979399,11.908,0.016716064,262.2,0.015240328,0.014272933,0.019121813,2395.1,0.026586405,0.008942662,0.017643743,1442.2,0.017570237,-0.362700294,0.009688237,-0.08027852,0.124563845,0.044285325,-0.322708347,0.144037626,2.679895576,0.151564108,-1.583913821,-0.00530258,-0.084797004,-1.029475647,-7.5666149,-0.228759941,-0.314754478,0.22883463,3.809371222,8.023481588,-1.25515388,0.321089131,0.061755121,0.25933401,-1.429867643,-0.788333031,-0.619034612,-1.524529743,0.807845077,-2.332441167,-0.325621756,-0.044540099,-0.284433267,0.057639807,-0.002114211,0.055510656,-2.901290204,0.034612857,-2.92106438,0.005938044,-0.501126159,0.055084771,-0.245302392,-0.261542244,-0.05586237,-0.000362706,0.009523187
12/31/1978,-0.531785838,-0.380497957,-0.034296732,0.023331035,-0.544278294,0.023458152,0,8.561366561,30.108,193.3,13.1,0.3,37.93863344,133.392,367.4,70.3,10.1,46.5,163.4,560.7,83.3,10.4,227.8,53.96136656,12.528,0.017257463,268.4,0.014334634,0.013399983,0.017878577,2476.9,0.02877949,0.00903208,0.01974741,1481.4,0.018889243,-0.00349715,0.050026787,-0.023198602,0.012232905,-0.010965697,1.868253019,0.346332599,-3.328838585,5.416901333,1.991423353,0.094415735,0.031737204,-1.527306636,-0.565961512,0.250983463,1.876629416,0.314595395,-1.804324082,5.880070713,1.737647758,0.465199991,0.125538707,0.339661284,-1.846181096,-1.127491067,-0.696818259,-1.614392243,0.981455652,-2.607931405,-0.404090558,-0.052953979,-0.354395118,0.140461553,0.002697132,0.135398699,-3.259002354,-0.070753555,-3.184084798,-0.011816384,-0.53176649,0.077691953,-0.308326349,-0.269615839,-0.067486211,0.000450442,0.022612617
3/31/1979,-1.972092256,-0.563849011,-0.449080616,-1.092313394,-0.433821534,0.003123288,0,8.62170876,31.188,196.4,13.7,0.3,39.37829124,135.712,380.6,66.6,8.1,48,166.9,576.9,80.3,8.4,231.7,50.72170876,13.592,0.018426181,270.1,0.023788961,0.024580311,0.020636792,2526.6,0.027880394,0.009194389,0.018686005,1517.1,0.018823396,-0.817503616,0.111474013,-0.38628379,-1.15511022,-1.54139401,-2.291384961,0.197173009,-1.078106028,0.490428092,-5.333881469,-0.008405335,-0.179528326,0.236440537,-2.315837792,0.23296702,-2.282979626,0.376701335,-1.417348343,2.906265884,-5.669650268,0.306805453,0.005589888,0.301215565,-1.553828644,-0.795253744,-0.75983353,-1.442977844,0.810141184,-2.252884385,-0.01567054,-0.022639725,0.007137372,0.01934018,0.001838182,0.014733933,-2.686331396,-0.000324215,-2.689631045,-5.24E-05,-0.434354402,0.049546684,-0.250931187,-0.233029649,-0.00253067,0.000296852,0.002379415
6/30/1979,-0.082098449,-0.757384136,0.447401273,-0.337127516,-0.200249778,0.007877573,0,8.96657711,31.328,198.6,13.8,0.3,41.03342289,137.872,393.2,66.5,8.5,50,169.2,591.7,80.3,8.8,237.6,50.76657711,13.048,0.015110161,278.9,0.022852761,0.021805971,0.027151935,2591.2,0.032784229,0.008628738,0.024155491,1557.6,0.027322709,-0.237288393,-0.163117378,0.063278254,0.046995503,0.110273757,0.098007839,0.274330508,-3.70029663,-5.940390209,-2.886901255,-0.010785434,0.034905438,-0.981253753,-4.860864339,-0.392534834,0.108793273,0.239425069,-2.719042877,-1.083121015,-2.49436642,0.216421592,-0.044478605,0.260900197,-1.221152775,-0.742858987,-0.479552418,-0.324965926,1.341129424,-1.677749781,0.015060696,-0.018123548,0.033352431,0.049758688,0.001306584,0.045725493,-1.264877725,0.536974867,-1.817324078,0.085011457,-0.287710612,0.034262897,-0.19332744,-0.05144715,0.002384342,0.000206852,0.007239055
9/30/1979,-0.419246543,-0.751305771,-0.333216914,-0.047075111,-0.038324762,-0.000629756,0,9.095902742,32.452,204.9,13.6,0.3,42.50409726,150.548,407.1,65.3,7.8,51.6,183,612,78.9,8.1,243.7,53.19590274,14.292,0.023339616,289.4,0.033925626,0.03515857,0.029187141,2667.6,0.028731556,0.007853208,0.020878348,1611.9,0.024830209,0.037938392,0.117427837,-0.20244134,-0.177850684,-0.380292025,-0.987614069,-0.034170845,8.26996586,0.961222218,-4.024478377,-0.009805025,-0.163732747,0.100093915,-0.190926597,-0.651031153,-0.977809044,0.129561901,8.169871945,1.048880473,-3.373447224,0.176324686,-0.062239147,0.238563833,0.036613039,-0.488705836,0.501560245,-0.544482991,1.234105218,-1.77785044,0.087357016,-0.000491709,0.091350246,-0.004079558,0.00088863,-0.004550437,-0.248267808,0.683557157,-0.950926553,0.105519783,-0.146793231,0.027219001,0.005651905,-0.084051095,0.013485183,0.000137177,-0.000702445
12/31/1979,0.023365957,-0.612517823,0.253693525,-0.278129406,0.045974657,0.00182718,0,9.656313811,34.432,209.6,13.2,0.3,44.74368619,151.868,420.5,62.1,8.5,54.4,186.3,630.1,75.3,8.9,249.3,53.15631381,15.752,0.022021778,298.4,0.019506182,0.017173456,0.028359411,2723.9,0.025269335,0.007036516,0.018232819,1655,0.024202099,-0.199049366,0.143068138,-0.222148178,0.197712298,-0.024435881,0.546967216,1.188087452,-2.416666595,-1.018032547,-6.064726745,-0.009371585,0.276267663,0.966244457,-1.700792269,-0.824845168,0.456338801,0.911819789,-3.382911052,0.682759722,-5.239881577,0.365719528,-0.007219793,0.372939321,0.241851737,0.07234316,0.146378176,-0.52310712,1.162167171,-1.684615369,0.209955382,0.015952226,0.19409178,0.012185463,0.000501834,0.007035238,0.30660499,1.243744598,-0.964170853,0.186496416,-0.144575027,0.054838736,0.036265068,-0.078438614,0.031482288,7.52E-05,0.001054916
3/31/1980,1.159203323,0.170306072,0.135543053,0.605051324,0.416630304,0.001978642,1,10.34716504,37.004,212.1,16.1,0.3,46.65283496,157.196,425.2,67,8.9,57,194.2,637.2,83.1,9.2,261.1,53.64716504,16.26,0.019771541,307.7,0.02603222,0.025720087,0.027325614,2789.8,0.028022462,0.006134157,0.021888305,1702.3,0.030023035,-0.176570797,-0.00279868,0.784420801,-0.043826424,0.740594377,-0.021799009,0.633048754,1.163915127,-15.68264669,5.077363441,-0.010847158,0.341706032,1.327035564,-5.078547447,2.422725065,0.092663868,0.291342722,-0.163120438,-10.50409924,2.654638376,0.46379157,0.110057937,0.353733633,0.746306496,0.317727041,0.428579455,1.476187171,1.690984074,-0.214183501,0.137388914,-0.04320951,0.180687049,0.013474058,0.000286855,0.014213812,2.837148209,2.075846396,0.763030449,0.30483445,0.112049701,0.068106989,0.109593817,0.216775531,0.020175324,4.21E-05,0.002087274
6/30/1980,0.429483745,0.298201621,-0.846112577,0.59275833,0.679490061,0.003347931,1,9.816541188,41.84,214.2,12.8,0.3,47.68345881,156.96,438.8,49.8,9.3,57.5,198.7,653,62.6,9.6,276.5,55.81654119,16.536,0.038646464,312,0.027486049,0.027128089,0.028695108,2797.4,0.028830461,0.005131804,0.023698657,1704.7,0.024474207,0.06290406,-0.039289639,0.569143908,-0.822498155,-0.253354247,0.127624702,-1.187542606,-1.249487263,-3.06494997,-22.96025948,-0.008881803,-0.836962126,3.740459183,-4.179434854,-3.776656771,0.136506505,-0.35058048,-4.889946446,1.011524282,-19.18360271,0.13487012,-0.086112265,0.220982385,1.297738604,1.380112452,-0.059873848,2.24601002,2.143017721,0.091608754,1.037134541,0.103756094,0.933467072,0.023350145,0.000175659,0.023957231,4.739103429,3.540949661,1.210141593,0.507699428,0.173509441,0.019337604,0.186069052,0.32203169,0.148703784,2.52E-05,0.003434975
9/30/1980,-0.512347118,0.274926477,-0.651706537,-0.854260531,0.990228891,0.00339106,1,10.70091427,46.264,221.4,14,0.4,50.49908573,180.336,453.1,56,9.7,61.2,226.7,674.5,69.9,10.1,276.1,57.20091427,15.916,0.010134121,316.1,0.028842262,0.027803555,0.032870187,2856.5,0.02644316,0.004131029,0.02231213,1763.8,0.023374457,-0.056924995,-0.176142433,-0.621193103,-0.884773964,-1.505967068,0.235947329,2.11843452,22.53465981,3.538917249,5.578156539,0.091748354,0.614364338,3.273170441,1.30832477,0.847929772,0.144198975,1.504070183,19.05873882,2.230592479,4.830226767,0.619206327,0.088959579,0.530246748,4.507294743,2.09405467,2.3901212,0.889474995,1.227309007,-0.324899403,0.885474306,0.079924547,0.802305051,0.023715375,0.004907206,0.019577127,6.925165746,3.49515501,3.417350722,0.499771932,0.488646704,0.088540263,0.644497711,0.127185958,0.1266139,0.000701681,0.002799332
12/31/1980,0.224500149,0.325210025,-0.427038529,0.018917402,0.648294157,-0.01567288,0,11.31997542,45.616,228.9,15.1,0.4,53.08002458,180.684,474.6,61.7,9.9,64.4,226.3,703.5,76.8,10.3,285.8,58.81997542,16.628,0.030097352,323.1,0.027214007,0.026599993,0.029594896,2985.6,0.031071777,0.004563101,0.026508676,1831.9,0.024757933,-0.022894637,0.023573089,0.01823895,-0.426360077,-0.408121127,-0.096142446,1.405552704,-7.047078466,9.222962395,4.850459706,-0.011728414,0.305299282,-2.004508329,1.008323016,0.68950552,-0.084414032,1.100253421,-4.939638033,8.214639379,4.058022082,0.668136009,0.095491693,0.572644315,3.465452072,1.425635293,2.039857629,-0.076163411,0.821586464,-0.897160429,0.684129935,0.054635682,0.629680615,-0.111923957,0.003740866,-0.115129962,4.629630648,2.401089998,2.229892168,0.336228251,0.312255161,0.093560092,0.485272476,-0.010665277,0.095799746,0.000523839,-0.016121822
3/31/1981,0.698464278,0.210025264,0.837386471,-0.177744194,0.045085982,-0.006263981,0,11.72113704,44.66,236.4,16.8,0.4,55.47886296,184.24,516.4,58.5,10.2,67.2,228.9,752.7,75.4,10.6,297.2,56.72113704,16.092,0.019983648,336.1,0.032493856,0.033521632,0.028321139,3124.2,0.031872825,0.005364327,0.026508498,1885.7,0.025937273,-0.587635254,-0.146854492,0.556745553,0.102896724,0.659642277,-0.022406487,0.784176918,-4.483552228,27.17932394,-3.80396293,-0.01252064,0.046828263,-2.383853815,0.335063611,1.22734583,-0.009885846,0.737348655,-2.099698412,26.94426033,-5.13130876,0.702139846,0.029144195,0.67299565,2.194771918,0.590685183,1.604127585,-3.095921563,0.720928049,-3.822260167,0.582285924,-0.046314552,0.628786838,-0.046754354,0.003237962,-0.04968541,0.33652177,1.297680837,-0.966035504,0.173858633,-0.129425979,0.094070183,0.294047685,-0.414780488,0.078012584,0.000433811,-0.006656673
6/30/1981,-0.254481781,0.039033882,-0.663865347,0.335583915,0.078398991,-0.00459934,0,12.42882833,43.948,241.2,15.2,0.4,58.27117167,184.352,531.7,50.7,10.3,70.7,228.3,773,65.9,10.7,311.9,55.72882833,15.716,0.02327007,336.8,0.021547593,0.020913792,0.023910939,3162.5,0.024788869,0.006009839,0.01877903,1917.5,0.016755574,-0.322571884,-0.109786207,0.767942005,-1.096223438,-0.328281432,-0.141313381,1.970164227,-5.811003102,3.164473416,-11.21651216,-0.009106165,0.440854764,-1.728703358,-0.581743702,-1.982458943,-0.132207216,1.529309463,-4.082299745,3.543940576,-9.131776678,1.412623883,0.316652996,1.095970887,1.168430854,-0.639876389,1.785848092,-3.278704042,0.559584814,-3.819641934,1.345907773,0.072827671,1.273288418,-0.035923145,0.002940805,-0.035257044,0.612335323,0.312129897,0.30020842,0.039962857,0.038436517,0.180862158,0.149597446,-0.419781581,0.172320309,0.000376519,-0.004514057
9/30/1981,-0.993990692,-0.081377011,0.225094033,-1.067729578,-0.149458228,-0.00189692,1,12.51728974,43.612,247.7,15.7,0.4,60.18271026,200.688,546.1,52.7,10.7,72.7,244.3,793.9,68.4,11.1,317.4,53.01728974,14.828,0.021934473,340.3,0.013557681,0.011925753,0.020492578,3260.6,0.025994824,0.006558499,0.019436325,1958.1,0.016479451,-0.473251449,-0.166088187,-0.428389941,-0.414245603,-0.842635544,0.153493934,0.371216928,10.74043599,3.091664578,0.981799089,-0.00921518,-0.197873315,-1.348471831,0.943246438,0.149823159,0.162709114,0.569090244,12.08890782,2.150721936,0.83197593,1.019499925,0.133899524,0.885600401,-1.485269505,-1.6797459,0.217636118,-1.961271022,0.455043462,-2.398140118,1.26038401,0.060208235,1.203717424,-0.014997521,0.002602948,-0.014081055,-1.181654113,-1.027991731,-0.105267231,-0.13002267,-0.013314432,0.128948607,-0.187860175,-0.2480659,0.159416159,0.000329227,-0.001781003
12/31/1981,0.694737234,0.03618226,0.529536401,-0.05224777,0.214279586,0.003169018,1,12.38459762,45.628,251.5,14.1,0.4,61.91540238,199.272,542.2,44.8,13.1,74.3,244.9,793.7,58.9,13.5,329.3,50.38459762,15.012,0.019141453,348.4,0.015824675,0.01536512,0.017811233,3280.8,0.023587565,0.007068189,0.016519376,1974.4,0.015329981,-0.468876321,-0.022684423,0.439312974,0.037975657,0.477288631,2.151380319,-0.028346922,-4.871872806,-17.98190676,-11.03203479,-0.008959268,-0.413056495,1.039171032,-1.748026583,-1.951651261,2.160339586,0.384709573,-5.911043839,-16.13164036,-9.080383532,0.696872509,-0.027730526,0.724603035,-0.995848232,-0.994918044,-0.000930189,0.325344241,0.527854494,-0.208741257,1.694499281,0.133629392,1.564318467,0.025832246,-0.00079158,0.0269711,1.746700046,-0.361956264,2.106221156,-0.044403639,0.258384488,0.085490095,-0.122167482,0.039912193,0.207875763,-9.71E-05,0.003308728
3/31/1982,-0.286768785,-0.210126006,-0.035044286,-0.671834203,0.408122757,0.011986947,1,12.74681828,48.672,255.2,14.1,0.4,64.25318172,198.528,541.9,33.5,13.6,77,247.3,797.1,47.6,14,334.9,49.74681828,13.852,0.015972391,353.2,0.016812651,0.017535101,0.014017841,3274.3,0.021832133,0.0074968,0.014335333,2014.2,0.012708827,-0.231529094,-0.180806851,-0.259498258,-0.447380231,-0.706878489,0.227224038,1.198721928,-2.548358005,-12.637206,-12.49011142,-0.008082251,0.1119821,2.12205766,-1.381715142,-0.284899338,0.235306289,1.086739828,-4.770415665,-11.25549085,-12.20521208,0.790145136,-0.013070913,0.803216049,-0.560429532,0.018912038,-0.60184157,1.086350034,0.44554225,0.640715007,1.93304028,0.150891604,1.782170528,0.098316938,-0.000754538,0.099190795,3.347422856,0.601520442,2.723450808,0.073338264,0.33204716,0.096335666,-0.068328399,0.132449407,0.235679137,-9.20E-05,0.012093489
6/30/1982,0.16640866,-0.104903396,-0.162360343,-0.164185197,0.485943012,0.007011189,1,13.36645528,53.988,260.4,14.3,0.5,66.93354472,198.912,546.9,34.7,13.2,80.3,252.9,807.2,49,13.6,342.9,50.46645528,14.552,0.019814916,360.2,0.016072151,0.015914387,0.016719031,3332,0.021071898,0.007790032,0.013281866,2039.6,0.009610434,-0.056144208,0.044040004,-0.152080994,-0.174464546,-0.32654554,-0.643606528,1.960164095,1.296864685,-3.769911684,0.571737804,0.093039813,0.397836418,4.469084504,0.759401001,-0.045346575,-0.636646342,1.562327677,-3.070479773,-4.429312685,0.617084379,0.787895107,-0.022750041,0.810645147,1.03884072,1.413414307,-0.374182077,0.275928032,-0.001233556,0.265025564,1.817752311,0.139318662,1.678455501,0.057391837,0.004237409,0.058113747,3.977808007,1.532986781,2.438057883,0.187275055,0.297841723,0.096252036,0.126908435,0.033708339,0.222063013,0.000517657,0.00709938
9/30/1982,0.66351837,0.30947387,0.073345455,-0.07371194,0.658675038,0.005209817,1,13.632014,56.42,266.2,14.4,0.5,68.967986,210.58,537.3,35.4,12.6,82.6,267.1,803.4,49.8,13,351.5,48.432014,14.544,0.00839116,365.8,0.015732575,0.01663095,0.011808851,3366.3,0.021934473,0.008048429,0.013886044,2085.7,0.015808261,-0.393748147,-0.035649837,0.355686043,-0.356052528,-0.000366485,-0.924450987,0.384307777,8.16664305,-23.05712032,-0.368977819,-0.011928345,-0.053320668,1.14402501,-0.412282126,-0.24115067,-0.914908311,0.437628446,6.92261804,-22.64722387,-0.12782715,0.790840548,0.009774305,0.781066243,0.459737308,1.974226096,-1.536597278,2.496885146,0.043836877,2.441198526,1.695902292,0.125655979,1.570268165,0.043397776,0.003225498,0.04435613,5.486763071,2.156718756,3.300291786,0.258909815,0.396193492,0.094938841,0.055190553,0.299746116,0.203589711,0.000387215,0.005324866
12/31/1982,1.818120152,0.590319599,0.057284378,0.583062427,1.139099272,0.038674075,1,13.632014,58.524,270.9,13.3,0.5,70.767986,222.276,544.4,31.7,19,84.4,280.8,815.3,45.1,19.4,364.1,49.132014,14.484,0.011793851,373.3,0.012688009,0.015022861,0.002530541,3402.6,0.018379406,0.008259011,0.010120394,2145.6,0.01102326,-0.050808064,-0.025775867,0.659646357,-0.019299553,0.640346805,6.149330476,0.207284407,8.54970539,-3.5913766,-5.660257101,-0.009641136,-0.262856189,1.016094265,-0.432940566,-1.377664704,6.157043384,0.470140597,7.635539352,-3.260364261,-4.382592397,0.843857597,0.043569373,0.800288223,3.479592402,1.969033824,1.51138394,3.255033381,0.201853186,3.059561839,1.682419971,0.144083297,1.541691859,0.325471348,0.003005463,0.329652156,9.586374699,2.361545143,7.242578017,0.280610182,0.860598047,0.100271229,0.41346195,0.386778764,0.199913254,0.000357124,0.039170859
